DATAFLOW,COMMODITY_SITC,COUNTRY_DEST,STATE_ORIGIN,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2025-07,2107,AUD,3,,
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2025-08,991,AUD,3,,
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2025-09,1281,AUD,3,,
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2025-10,1173,AUD,3,,
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2025-11,1166,AUD,3,,
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2025-12,1233,AUD,3,,
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2026-01,1377,AUD,3,,
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2026-02,2415,AUD,3,,
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2026-03,2417,AUD,3,,
ABS:MERCH_EXP(1.0.0),694,TOT,5,M,2026-04,2061,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2025-05,42,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2025-06,81,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2025-07,27,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2025-08,18,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2025-09,117,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2025-10,119,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2025-11,28,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2025-12,118,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2026-01,155,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2026-02,76,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2026-03,172,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,4,M,2026-04,377,AUD,3,,
ABS:MERCH_EXP(1.0.0),73,TOT,6,M,2025-05,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),73,TOT,6,M,2025-06,12,AUD,3,,
ABS:MERCH_EXP(1.0.0),73,TOT,6,M,2025-07,11,AUD,3,,
ABS:MERCH_EXP(1.0.0),73,TOT,6,M,2025-09,11,AUD,3,,
ABS:MERCH_EXP(1.0.0),73,TOT,6,M,2025-10,25,AUD,3,,
ABS:MERCH_EXP(1.0.0),73,TOT,6,M,2025-11,7,AUD,3,,
ABS:MERCH_EXP(1.0.0),73,TOT,6,M,2026-02,4,AUD,3,,
ABS:MERCH_EXP(1.0.0),73,TOT,6,M,2026-03,11,AUD,3,,
ABS:MERCH_EXP(1.0.0),73,TOT,6,M,2026-04,17,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2025-05,161,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2025-06,743,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2025-07,1798,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2025-08,981,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2025-09,866,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2025-10,1240,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2025-11,360,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2025-12,1019,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2026-01,33,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2026-02,566,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2026-03,1016,AUD,3,,
ABS:MERCH_EXP(1.0.0),692,TOT,5,M,2026-04,478,AUD,3,,
ABS:MERCH_EXP(1.0.0),653,TOT,5,M,2025-05,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),653,TOT,5,M,2025-06,4,AUD,3,,
ABS:MERCH_EXP(1.0.0),653,TOT,5,M,2025-08,23,AUD,3,,
ABS:MERCH_EXP(1.0.0),653,TOT,5,M,2025-09,15,AUD,3,,
ABS:MERCH_EXP(1.0.0),653,TOT,5,M,2025-10,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),653,TOT,5,M,2025-11,104,AUD,3,,
ABS:MERCH_EXP(1.0.0),653,TOT,5,M,2025-12,32,AUD,3,,
ABS:MERCH_EXP(1.0.0),653,TOT,5,M,2026-03,22,AUD,3,,
ABS:MERCH_EXP(1.0.0),653,TOT,5,M,2026-04,54,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2025-05,10401,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2025-06,7601,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2025-07,12768,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2025-08,12152,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2025-09,11152,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2025-10,9731,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2025-11,12172,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2025-12,9032,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2026-01,10017,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2026-02,7850,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2026-03,9439,AUD,3,,
ABS:MERCH_EXP(1.0.0),831,TOT,F,M,2026-04,9390,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2025-05,21,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2025-06,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2025-08,72,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2025-09,20,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2025-10,13,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2025-11,162,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2025-12,46,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2026-01,33,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2026-02,29,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2026-03,21,AUD,3,,
ABS:MERCH_EXP(1.0.0),071,TOT,5,M,2026-04,18,AUD,3,,
ABS:MERCH_EXP(1.0.0),731,TOT,7,M,2025-07,8,AUD,3,,
ABS:MERCH_EXP(1.0.0),731,TOT,7,M,2025-10,23,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2025-05,2118,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2025-06,2078,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2025-07,1680,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2025-08,3345,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2025-09,2346,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2025-10,2649,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2025-11,1588,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2025-12,2185,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2026-01,1276,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2026-02,1639,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2026-03,3129,AUD,3,,
ABS:MERCH_EXP(1.0.0),629,TOT,5,M,2026-04,1958,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2025-05,23789,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2025-06,181459,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2025-07,113465,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2025-08,232409,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2025-09,219525,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2025-10,163341,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2025-11,247478,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2025-12,88197,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2026-01,84141,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2026-02,180333,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2026-03,74363,AUD,3,,
ABS:MERCH_EXP(1.0.0),988,TOT,4,M,2026-04,98858,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2025-05,154,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2025-06,376,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2025-07,357,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2025-08,236,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2025-09,256,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2025-10,159,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2025-11,213,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2025-12,158,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2026-01,144,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2026-02,256,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2026-03,178,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,5,M,2026-04,141,AUD,3,,
ABS:MERCH_EXP(1.0.0),046,TOT,5,M,2025-06,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),046,TOT,5,M,2025-08,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),046,TOT,5,M,2025-10,5,AUD,3,,
ABS:MERCH_EXP(1.0.0),046,TOT,5,M,2025-11,6,AUD,3,,
ABS:MERCH_EXP(1.0.0),046,TOT,5,M,2025-12,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),046,TOT,5,M,2026-04,7,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2025-05,3473,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2025-06,4087,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2025-07,4911,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2025-08,4434,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2025-09,4173,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2025-10,4862,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2025-11,4870,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2025-12,4937,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2026-01,3434,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2026-02,3659,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2026-03,4931,AUD,3,,
ABS:MERCH_EXP(1.0.0),553,TOT,4,M,2026-04,5680,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2025-05,1156,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2025-06,313,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2025-07,1849,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2025-08,1217,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2025-09,2901,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2025-10,1578,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2025-11,1063,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2025-12,461,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2026-01,491,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2026-02,1344,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2026-03,1509,AUD,3,,
ABS:MERCH_EXP(1.0.0),745,TOT,4,M,2026-04,606,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2025-05,32,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2025-06,34,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2025-07,168,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2025-08,41,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2025-09,79,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2025-10,182,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2025-11,68,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2025-12,107,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2026-01,16,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2026-02,79,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2026-03,169,AUD,3,,
ABS:MERCH_EXP(1.0.0),697,TOT,4,M,2026-04,86,AUD,3,,
ABS:MERCH_EXP(1.0.0),525,TOT,2,M,2025-05,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),525,TOT,2,M,2025-06,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),525,TOT,2,M,2025-07,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),525,TOT,2,M,2025-08,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),525,TOT,2,M,2025-09,8,AUD,3,,
ABS:MERCH_EXP(1.0.0),525,TOT,2,M,2026-01,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),525,TOT,2,M,2026-03,6,AUD,3,,
ABS:MERCH_EXP(1.0.0),525,TOT,2,M,2026-04,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2025-05,5755,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2025-06,3707,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2025-07,16845,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2025-08,19788,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2025-09,5960,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2025-10,844,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2025-11,1922,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2025-12,9062,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2026-01,7788,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2026-02,8128,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2026-03,4564,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,4,M,2026-04,1492,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2025-05,186,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2025-06,186,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2025-07,240,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2025-08,198,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2025-09,369,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2025-10,155,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2025-11,246,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2025-12,232,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2026-01,53,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2026-02,102,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2026-03,98,AUD,3,,
ABS:MERCH_EXP(1.0.0),85,TOT,3,M,2026-04,131,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2025-05,14043,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2025-06,18384,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2025-07,16117,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2025-08,13207,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2025-09,21032,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2025-10,15561,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2025-11,18058,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2025-12,21224,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2026-01,10815,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2026-02,16146,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2026-03,16216,AUD,3,,
ABS:MERCH_EXP(1.0.0),582,TOT,TOT,M,2026-04,16926,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2025-05,725,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2025-06,1497,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2025-07,826,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2025-08,985,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2025-09,1021,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2025-10,954,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2025-11,942,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2025-12,1386,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2026-01,691,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2026-02,1803,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2026-03,717,AUD,3,,
ABS:MERCH_EXP(1.0.0),83,TOT,2,M,2026-04,605,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2025-05,71429,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2025-06,126445,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2025-07,4715,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2025-08,49460,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2025-09,6389,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2025-10,60942,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2025-11,13648,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2025-12,16156,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2026-01,67929,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2026-02,47133,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2026-03,34458,AUD,3,,
ABS:MERCH_EXP(1.0.0),681,TOT,5,M,2026-04,27480,AUD,3,,
ABS:MERCH_EXP(1.0.0),246,TOT,7,M,2025-11,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2025-05,69910,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2025-06,61024,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2025-07,91066,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2025-08,79963,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2025-09,99379,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2025-10,52988,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2025-11,51015,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2025-12,24153,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2026-01,45701,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2026-02,64579,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2026-03,45507,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,4,M,2026-04,25256,AUD,3,,
ABS:MERCH_EXP(1.0.0),971,TOT,7,M,2025-08,1623,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2025-05,5469,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2025-06,8469,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2025-07,11439,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2025-08,14426,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2025-09,13705,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2025-10,7013,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2025-11,12250,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2025-12,16182,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2026-01,3148,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2026-02,16696,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2026-03,11409,AUD,3,,
ABS:MERCH_EXP(1.0.0),786,TOT,2,M,2026-04,12266,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2025-05,504,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2025-06,957,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2025-07,536,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2025-08,659,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2025-09,638,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2025-10,982,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2025-11,560,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2025-12,620,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2026-01,321,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2026-02,995,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2026-03,834,AUD,3,,
ABS:MERCH_EXP(1.0.0),062,TOT,F,M,2026-04,500,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2025-05,12016,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2025-06,26005,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2025-07,11710,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2025-08,46489,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2025-09,21821,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2025-10,15508,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2025-11,17357,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2025-12,9853,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2026-01,11341,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2026-02,13149,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2026-03,15747,AUD,3,,
ABS:MERCH_EXP(1.0.0),896,TOT,TOT,M,2026-04,19193,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2025-05,9260,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2025-06,3993,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2025-07,6266,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2025-08,10090,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2025-09,6517,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2025-10,6077,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2025-11,5801,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2025-12,6722,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2026-01,3344,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2026-02,6229,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2026-03,6401,AUD,3,,
ABS:MERCH_EXP(1.0.0),764,TOT,5,M,2026-04,4839,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2025-05,1072,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2025-06,596,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2025-07,949,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2025-08,1050,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2025-09,1816,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2025-10,707,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2025-11,968,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2025-12,1164,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2026-01,561,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2026-02,919,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2026-03,917,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,9,M,2026-04,819,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2025-05,472,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2025-06,194,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2025-07,286,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2025-08,318,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2025-09,232,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2025-10,278,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2025-11,388,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2025-12,393,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2026-01,250,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2026-02,384,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2026-03,393,AUD,3,,
ABS:MERCH_EXP(1.0.0),232,TOT,1,M,2026-04,358,AUD,3,,
ABS:MERCH_EXP(1.0.0),872,TOT,2,M,2025-05,8888,AUD,3,,
ABS:MERCH_EXP(1.0.0),872,TOT,2,M,2025-06,7964,AUD,3,,
