DATAFLOW,COMMODITY_SITC,COUNTRY_DEST,STATE_ORIGIN,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:MERCH_EXP(1.0.0),744,TOT,3,M,2025-10,20356,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,3,M,2025-11,20201,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,3,M,2025-12,21536,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,3,M,2026-01,22369,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,3,M,2026-02,16486,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,3,M,2026-03,11420,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,3,M,2026-04,14074,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2025-05,97,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2025-06,239,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2025-07,150,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2025-08,128,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2025-09,141,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2025-10,153,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2025-11,156,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2025-12,321,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2026-01,154,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2026-02,256,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2026-03,495,AUD,3,,
ABS:MERCH_EXP(1.0.0),074,TOT,1,M,2026-04,68,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2025-05,3943,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2025-06,3372,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2025-07,4089,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2025-08,2475,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2025-09,3111,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2025-10,2014,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2025-11,7409,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2025-12,5128,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2026-01,1674,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2026-02,3708,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2026-03,2131,AUD,3,,
ABS:MERCH_EXP(1.0.0),675,TOT,1,M,2026-04,2857,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2025-05,3037,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2025-06,2341,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2025-07,2938,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2025-08,3594,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2025-09,3105,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2025-10,4068,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2025-11,2995,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2025-12,2329,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2026-01,2107,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2026-02,2400,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2026-03,3528,AUD,3,,
ABS:MERCH_EXP(1.0.0),821,TOT,F,M,2026-04,2297,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2025-05,6,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2025-06,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2025-07,5,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2025-08,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2025-09,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2025-10,11,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2025-11,8,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2025-12,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2026-01,13,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2026-02,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2026-03,15,AUD,3,,
ABS:MERCH_EXP(1.0.0),633,TOT,F,M,2026-04,32,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2025-05,44209,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2025-06,10298,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2025-07,13538,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2025-08,11841,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2025-09,12526,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2025-10,10299,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2025-11,15620,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2025-12,13860,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2026-01,8745,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2026-02,12324,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2026-03,12462,AUD,3,,
ABS:MERCH_EXP(1.0.0),716,TOT,TOT,M,2026-04,19123,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2025-05,268972,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2025-06,52950,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2025-07,103726,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2025-08,84294,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2025-09,117456,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2025-10,38630,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2025-11,477652,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2025-12,412179,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2026-01,293406,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2026-02,372111,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2026-03,92719,AUD,3,,
ABS:MERCH_EXP(1.0.0),22,TOT,5,M,2026-04,232148,AUD,3,,
ABS:MERCH_EXP(1.0.0),431,TOT,4,M,2025-09,1209,AUD,3,,
ABS:MERCH_EXP(1.0.0),431,TOT,4,M,2026-02,446,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2025-05,10694,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2025-06,15641,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2025-07,16321,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2025-08,14975,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2025-09,17077,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2025-10,14838,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2025-11,15945,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2025-12,14536,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2026-01,10062,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2026-02,10761,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2026-03,9195,AUD,3,,
ABS:MERCH_EXP(1.0.0),844,TOT,TOT,M,2026-04,11226,AUD,3,,
ABS:MERCH_EXP(1.0.0),017,TOT,4,M,2025-05,27,AUD,3,,
ABS:MERCH_EXP(1.0.0),017,TOT,4,M,2025-07,99,AUD,3,,
ABS:MERCH_EXP(1.0.0),017,TOT,4,M,2025-08,40,AUD,3,,
ABS:MERCH_EXP(1.0.0),017,TOT,4,M,2025-09,28,AUD,3,,
ABS:MERCH_EXP(1.0.0),017,TOT,4,M,2025-10,28,AUD,3,,
ABS:MERCH_EXP(1.0.0),017,TOT,4,M,2025-11,24,AUD,3,,
ABS:MERCH_EXP(1.0.0),017,TOT,4,M,2025-12,31,AUD,3,,
ABS:MERCH_EXP(1.0.0),017,TOT,4,M,2026-03,71,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2025-05,174,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2025-06,214,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2025-07,347,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2025-08,242,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2025-09,214,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2025-10,250,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2025-11,386,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2025-12,121,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2026-01,335,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2026-02,722,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2026-03,224,AUD,3,,
ABS:MERCH_EXP(1.0.0),641,TOT,F,M,2026-04,610,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2025-05,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2025-06,38,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2025-07,118,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2025-08,49,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2025-09,26,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2025-10,495,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2025-11,7,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2025-12,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2026-01,28,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2026-02,66,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2026-03,6,AUD,3,,
ABS:MERCH_EXP(1.0.0),96,TOT,F,M,2026-04,43,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2025-05,15938,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2025-06,12808,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2025-07,12690,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2025-08,9727,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2025-09,9937,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2025-10,7450,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2025-11,16481,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2025-12,11527,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2026-01,20029,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2026-02,11396,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2026-03,9657,AUD,3,,
ABS:MERCH_EXP(1.0.0),054,TOT,5,M,2026-04,8398,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2025-05,165,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2025-06,53,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2025-07,7,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2025-08,41,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2025-09,24,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2025-10,27,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2025-11,15,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2025-12,83,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2026-01,47,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2026-02,48,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2026-03,237,AUD,3,,
ABS:MERCH_EXP(1.0.0),056,TOT,5,M,2026-04,102,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2025-05,7560,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2025-06,7319,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2025-07,6541,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2025-08,5487,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2025-09,6349,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2025-10,5694,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2025-11,4930,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2025-12,6277,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2026-01,2672,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2026-02,5347,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2026-03,6192,AUD,3,,
ABS:MERCH_EXP(1.0.0),744,TOT,5,M,2026-04,5665,AUD,3,,
ABS:MERCH_EXP(1.0.0),724,TOT,4,M,2025-05,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),724,TOT,4,M,2025-06,1323,AUD,3,,
ABS:MERCH_EXP(1.0.0),724,TOT,4,M,2025-07,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),724,TOT,4,M,2025-09,6,AUD,3,,
ABS:MERCH_EXP(1.0.0),724,TOT,4,M,2025-10,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),724,TOT,4,M,2025-12,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),724,TOT,4,M,2026-03,12,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2025-05,2416,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2025-06,3455,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2025-07,1888,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2025-08,1774,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2025-09,2547,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2025-10,3764,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2025-11,2655,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2025-12,2106,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2026-01,1718,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2026-02,2578,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2026-03,3234,AUD,3,,
ABS:MERCH_EXP(1.0.0),696,TOT,TOT,M,2026-04,1089,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2025-05,66906,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2025-06,55835,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2025-07,60591,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2025-08,65128,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2025-09,61335,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2025-10,70919,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2025-11,91745,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2025-12,75276,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2026-01,38867,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2026-02,67053,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2026-03,71083,AUD,3,,
ABS:MERCH_EXP(1.0.0),792,TOT,2,M,2026-04,69410,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2025-05,1496,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2025-06,221,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2025-07,438,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2025-08,489,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2025-09,496,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2025-10,368,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2025-11,1143,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2025-12,551,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2026-01,384,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2026-02,98,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2026-03,603,AUD,3,,
ABS:MERCH_EXP(1.0.0),061,TOT,4,M,2026-04,250,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2025-05,17,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2025-06,32,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2025-07,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2025-08,216,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2025-09,55,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2025-11,302,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2025-12,20,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2026-01,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2026-02,276,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2026-03,24,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,3,M,2026-04,13,AUD,3,,
ABS:MERCH_EXP(1.0.0),674,TOT,4,M,2025-07,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),674,TOT,4,M,2025-09,75,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2025-05,496604,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2025-06,424175,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2025-07,474314,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2025-08,458599,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2025-09,439590,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2025-10,688469,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2025-11,417813,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2025-12,491818,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2026-01,319592,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2026-02,372151,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2026-03,420720,AUD,3,,
ABS:MERCH_EXP(1.0.0),89,TOT,TOT,M,2026-04,483269,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2025-05,33697,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2025-06,37670,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2025-07,33327,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2025-08,29009,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2025-09,42661,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2025-10,52266,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2025-11,34971,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2025-12,44590,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2026-01,36105,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2026-02,39673,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2026-03,58787,AUD,3,,
ABS:MERCH_EXP(1.0.0),897,TOT,F,M,2026-04,40237,AUD,3,,
ABS:MERCH_EXP(1.0.0),281,TOT,1,M,2026-03,15,AUD,3,,
ABS:MERCH_EXP(1.0.0),511,TOT,4,M,2025-07,4,AUD,3,,
ABS:MERCH_EXP(1.0.0),511,TOT,4,M,2025-09,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),511,TOT,4,M,2025-11,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),511,TOT,4,M,2025-12,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),511,TOT,4,M,2026-02,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),511,TOT,4,M,2026-04,16,AUD,3,,
ABS:MERCH_EXP(1.0.0),579,TOT,3,M,2025-06,14,AUD,3,,
ABS:MERCH_EXP(1.0.0),579,TOT,3,M,2025-09,74,AUD,3,,
ABS:MERCH_EXP(1.0.0),579,TOT,3,M,2025-10,30,AUD,3,,
ABS:MERCH_EXP(1.0.0),579,TOT,3,M,2025-11,14,AUD,3,,
ABS:MERCH_EXP(1.0.0),579,TOT,3,M,2025-12,74,AUD,3,,
ABS:MERCH_EXP(1.0.0),579,TOT,3,M,2026-01,42,AUD,3,,
ABS:MERCH_EXP(1.0.0),579,TOT,3,M,2026-02,19,AUD,3,,
ABS:MERCH_EXP(1.0.0),579,TOT,3,M,2026-03,24,AUD,3,,
ABS:MERCH_EXP(1.0.0),579,TOT,3,M,2026-04,23,AUD,3,,
ABS:MERCH_EXP(1.0.0),284,TOT,1,M,2025-11,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2025-05,41126,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2025-06,114747,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2025-07,87657,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2025-08,53700,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2025-09,87517,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2025-10,49341,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2025-11,91779,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2025-12,63012,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2026-01,42238,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2026-02,67777,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2026-03,127781,AUD,3,,
ABS:MERCH_EXP(1.0.0),9,TOT,2,M,2026-04,49637,AUD,3,,
ABS:MERCH_EXP(1.0.0),523,TOT,7,M,2025-08,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),523,TOT,7,M,2026-01,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),523,TOT,7,M,2026-02,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2025-05,52,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2025-06,259,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2025-07,302,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2025-08,447,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2025-09,41,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2025-10,76,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2025-11,19,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2025-12,64,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2026-01,33,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2026-02,23,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2026-03,27,AUD,3,,
ABS:MERCH_EXP(1.0.0),699,TOT,7,M,2026-04,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2025-05,218,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2025-06,157,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2025-07,185,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2025-08,193,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2025-09,168,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2025-10,80,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2025-11,146,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2025-12,138,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2026-01,110,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2026-02,165,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2026-03,69,AUD,3,,
ABS:MERCH_EXP(1.0.0),572,TOT,1,M,2026-04,260,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2025-05,66739,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2025-06,58657,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2025-07,91187,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2025-08,89293,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2025-09,79523,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2025-10,73267,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2025-11,67213,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2025-12,86785,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2026-01,62111,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2026-02,66307,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2026-03,99966,AUD,3,,
ABS:MERCH_EXP(1.0.0),77,TOT,1,M,2026-04,65432,AUD,3,,
